   Elapsed time	  ECG I	iltered
          3.570	  0.595	 -0.370
          3.572	  0.135	 -0.375
          3.574	  0.190	 -0.370
          3.576	  0.535	 -0.360
          3.578	  0.555	 -0.350
          3.580	  0.900	 -0.340
          3.582	  0.900	 -0.330
          3.584	  0.935	 -0.325
          3.586	  1.445	 -0.320
          3.588	  1.115	 -0.315
          3.590	  0.630	 -0.315
          3.592	  0.125	 -0.305
          3.594	  0.300	 -0.295
          3.596	  0.630	 -0.285
          3.598	  0.650	 -0.270
          3.600	  0.950	 -0.260
          3.602	  0.980	 -0.255
          3.604	  1.065	 -0.255
          3.606	  1.485	 -0.255
          3.608	  1.115	 -0.260
          3.610	  0.635	 -0.260
          3.612	  0.140	 -0.260
          3.614	  0.355	 -0.255
          3.616	  0.635	 -0.245
          3.618	  0.730	 -0.230
          3.620	  1.005	 -0.215
          3.622	  1.015	 -0.205
          3.624	  1.225	 -0.190
          3.626	  1.550	 -0.180
          3.628	  1.140	 -0.170
          3.630	  0.670	 -0.160
          3.632	  0.225	 -0.150
          3.634	  0.510	 -0.140
          3.636	  0.765	 -0.130
          3.638	  0.830	 -0.120
          3.640	  1.045	 -0.115
          3.642	  1.080	 -0.110
          3.644	  1.350	 -0.105
          3.646	  1.595	 -0.100
          3.648	  1.185	 -0.090
          3.650	  0.745	 -0.075
          3.652	  0.330	 -0.060
          3.654	  0.650	 -0.045
          3.656	  0.815	 -0.030
          3.658	  0.900	 -0.025
          3.660	  1.095	 -0.025
          3.662	  1.160	 -0.025
          3.664	  1.515	 -0.030
          3.666	  1.640	 -0.035
          3.668	  1.215	 -0.030
          3.670	  0.760	 -0.015
          3.672	  0.330	  0.015
          3.674	  0.735	  0.060
          3.676	  0.970	  0.110
          3.678	  1.085	  0.180
          3.680	  1.365	  0.255
          3.682	  1.510	  0.340
          3.684	  2.030	  0.440
          3.686	  2.200	  0.555
          3.688	  1.895	  0.680
          3.690	  1.575	  0.810
          3.692	  1.260	  0.940
          3.694	  1.745	  1.050
          3.696	  2.000	  1.130
          3.698	  2.150	  1.160
          3.700	  2.290	  1.135
          3.702	  2.305	  1.050
          3.704	  2.595	  0.910
          3.706	  2.390	  0.735
          3.708	  1.685	  0.535
          3.710	  1.030	  0.335
          3.712	  0.395	  0.155
          3.714	  0.595	  0.005
          3.716	  0.675	 -0.105
          3.718	  0.750	 -0.180
          3.720	  0.905	 -0.225
          3.722	  0.935	 -0.240
          3.724	  1.375	 -0.245
          3.726	  1.365	 -0.240
          3.728	  0.875	 -0.230
          3.730	  0.445	 -0.220
          3.732	  0.060	 -0.210
          3.734	  0.515	 -0.200
          3.736	  0.680	 -0.185
          3.738	  0.800	 -0.175
          3.740	  0.920	 -0.160
          3.742	  0.995	 -0.145
          3.744	  1.475	 -0.135
          3.746	  1.395	 -0.120
          3.748	  0.995	 -0.105
          3.750	  0.580	 -0.085
          3.752	  0.220	 -0.070
          3.754	  0.680	 -0.045
          3.756	  0.850	 -0.025
          3.758	  0.945	 -0.010
          3.760	  1.075	  0.005
          3.762	  1.145	  0.015
          3.764	  1.635	  0.020
          3.766	  1.505	  0.025
          3.768	  1.090	  0.030
          3.770	  0.700	  0.030
          3.772	  0.325	  0.035
          3.774	  0.790	  0.040
          3.776	  0.895	  0.050
          3.778	  0.990	  0.055
          3.780	  1.110	  0.060
          3.782	  1.190	  0.065
          3.784	  1.710	  0.075
          3.786	  1.540	  0.080
          3.788	  1.125	  0.090
          3.790	  0.750	  0.100
          3.792	  0.370	  0.115
          3.794	  0.855	  0.125
          3.796	  0.915	  0.140
          3.798	  1.115	  0.145
          3.800	  1.205	  0.150
          3.802	  1.250	  0.150
          3.804	  1.795	  0.145
          3.806	  1.630	  0.150
          3.808	  1.145	  0.155
          3.810	  0.730	  0.165
          3.812	  0.470	  0.180
          3.814	  0.930	  0.200
          3.816	  0.950	  0.215
          3.818	  1.205	  0.225
          3.820	  1.360	  0.230
          3.822	  1.360	  0.225
          3.824	  1.875	  0.220
          3.826	  1.640	  0.210
          3.828	  1.165	  0.205
          3.830	  0.675	  0.205
          3.832	  0.510	  0.210
          3.834	  0.990	  0.225
          3.836	  0.985	  0.240
          3.838	  1.280	  0.255
          3.840	  1.370	  0.270
          3.842	  1.405	  0.280
          3.844	  1.940	  0.285
          3.846	  1.685	  0.295
          3.848	  1.205	  0.300
          3.850	  0.710	  0.315
          3.852	  0.680	  0.330
          3.854	  1.100	  0.350
          3.856	  1.115	  0.370
          3.858	  1.475	  0.390
          3.860	  1.505	  0.410
          3.862	  1.540	  0.425
          3.864	  2.080	  0.435
          3.866	  1.765	  0.450
          3.868	  1.305	  0.460
          3.870	  0.835	  0.480
          3.872	  0.890	  0.495
          3.874	  1.280	  0.515
          3.876	  1.305	  0.530
          3.878	  1.640	  0.545
          3.880	  1.655	  0.560
          3.882	  1.660	  0.565
          3.884	  2.170	  0.570
          3.886	  1.860	  0.580
          3.888	  1.390	  0.590
          3.890	  0.920	  0.600
          3.892	  1.080	  0.620
          3.894	  1.385	  0.640
          3.896	  1.430	  0.660
          3.898	  1.730	  0.675
          3.900	  1.750	  0.685
          3.902	  1.875	  0.685
          3.904	  2.295	  0.685
          3.906	  1.900	  0.685
          3.908	  1.440	  0.685
          3.910	  0.945	  0.685
          3.912	  1.155	  0.690
          3.914	  1.440	  0.700
          3.916	  1.485	  0.710
          3.918	  1.760	  0.715
          3.920	  1.805	  0.720
          3.922	  1.995	  0.725
          3.924	  2.325	  0.725
          3.926	  1.905	  0.725
          3.928	  1.400	  0.720
          3.930	  0.940	  0.720
          3.932	  1.215	  0.720
          3.934	  1.445	  0.720
          3.936	  1.490	  0.715
          3.938	  1.725	  0.710
          3.940	  1.740	  0.700
          3.942	  2.025	  0.690
          3.944	  2.235	  0.680
          3.946	  1.790	  0.675
          3.948	  1.350	  0.670
          3.950	  0.850	  0.670
          3.952	  1.200	  0.665
          3.954	  1.380	  0.660
          3.956	  1.430	  0.650
          3.958	  1.620	  0.635
          3.960	  1.655	  0.615
          3.962	  1.950	  0.590
          3.964	  2.075	  0.565
          3.966	  1.640	  0.545
          3.968	  1.175	  0.530
          3.970	  0.690	  0.520
          3.972	  1.030	  0.520
          3.974	  1.240	  0.520
          3.976	  1.290	  0.515
          3.978	  1.495	  0.510
          3.980	  1.525	  0.495
          3.982	  1.870	  0.485
          3.984	  1.925	  0.465
          3.986	  1.520	  0.455
          3.988	  1.045	  0.445
          3.990	  0.625	  0.445
          3.992	  0.995	  0.445
          3.994	  1.155	  0.445
          3.996	  1.210	  0.445
          3.998	  1.395	  0.440
          4.000	  1.445	  0.430
          4.002	  1.830	  0.420
          4.004	  1.835	  0.405
          4.006	  1.435	  0.400
          4.008	  0.960	  0.395
          4.010	  0.570	  0.395
          4.012	  0.960	  0.395
          4.014	  1.105	  0.400
          4.016	  1.185	  0.400
          4.018	  1.325	  0.395
          4.020	  1.395	  0.390
          4.022	  1.785	  0.380
          4.024	  1.740	  0.370
          4.026	  1.320	  0.365
          4.028	  0.930	  0.365
          4.030	  0.520	  0.365
          4.032	  0.940	  0.360
          4.034	  1.105	  0.350
          4.036	  1.165	  0.330
          4.038	  1.215	  0.295
          4.040	  1.200	  0.245
          4.042	  1.600	  0.190
          4.044	  1.460	  0.130
          4.046	  1.020	  0.080
          4.048	  0.570	  0.040
          4.050	  0.155	  0.015
          4.052	  0.580	  0.000
          4.054	  0.705	 -0.005
          4.056	  0.810	 -0.010
          4.058	  0.900	 -0.015
          4.060	  0.920	 -0.025
          4.062	  1.350	 -0.045
          4.064	  1.255	 -0.070
          4.066	  0.865	 -0.095
          4.068	  0.405	 -0.115
          4.070	 -0.020	 -0.130
          4.072	  0.440	 -0.140
          4.074	  0.540	 -0.140
          4.076	  0.670	 -0.140
          4.078	  0.750	 -0.145
          4.080	  0.800	 -0.145
          4.082	  1.310	 -0.150
          4.084	  1.145	 -0.155
          4.086	  0.730	 -0.165
          4.088	  0.325	 -0.170
          4.090	 -0.085	 -0.175
          4.092	  0.440	 -0.185
          4.094	  0.405	 -0.195
          4.096	  0.575	 -0.210
          4.098	  0.655	 -0.230
          4.100	  0.720	 -0.255
          4.102	  1.230	 -0.280
          4.104	  0.995	 -0.305
          4.106	  0.525	 -0.320
          4.108	  0.070	 -0.330
          4.110	 -0.245	 -0.330
          4.112	  0.255	 -0.330
          4.114	  0.305	 -0.325
          4.116	  0.475	 -0.320
          4.118	  0.575	 -0.325
          4.120	  0.620	 -0.330
          4.122	  1.145	 -0.340
          4.124	  0.970	 -0.350
          4.126	  0.490	 -0.350
          4.128	 -0.040	 -0.345
          4.130	 -0.190	 -0.335
          4.132	  0.310	 -0.315
          4.134	  0.285	 -0.300
          4.136	  0.570	 -0.285
          4.138	  0.660	 -0.280
          4.140	  0.680	 -0.285
          4.142	  1.205	 -0.295
          4.144	  0.925	 -0.305
          4.146	  0.450	 -0.315
          4.148	 -0.075	 -0.315
          4.150	 -0.120	 -0.310
          4.152	  0.325	 -0.295
          4.154	  0.360	 -0.275
          4.156	  0.610	 -0.260
          4.158	  0.675	 -0.250
          4.160	  0.705	 -0.245
          4.162	  1.235	 -0.245
          4.164	  0.945	 -0.255
          4.166	  0.460	 -0.260
          4.168	 -0.065	 -0.265
          4.170	 -0.015	 -0.265
          4.172	  0.360	 -0.260
          4.174	  0.355	 -0.250
          4.176	  0.655	 -0.240
          4.178	  0.670	 -0.235
          4.180	  0.750	 -0.230
          4.182	  1.250	 -0.230
          4.184	  0.920	 -0.230
          4.186	  0.425	 -0.235
          4.188	 -0.075	 -0.235
          4.190	  0.060	 -0.230
          4.192	  0.410	 -0.225
          4.194	  0.400	 -0.220
          4.196	  0.670	 -0.215
          4.198	  0.705	 -0.210
          4.200	  0.790	 -0.210
          4.202	  1.255	 -0.215
          4.204	  0.875	 -0.215
          4.206	  0.395	 -0.220
          4.208	 -0.100	 -0.215
          4.210	  0.115	 -0.215
          4.212	  0.385	 -0.205
          4.214	  0.450	 -0.200
          4.216	  0.710	 -0.195
          4.218	  0.725	 -0.195
          4.220	  0.885	 -0.195
          4.222	  1.245	 -0.195
          4.224	  0.865	 -0.200
          4.226	  0.365	 -0.195
          4.228	 -0.105	 -0.190
          4.230	  0.145	 -0.180
          4.232	  0.425	 -0.175
          4.234	  0.480	 -0.165
          4.236	  0.700	 -0.165
          4.238	  0.745	 -0.170
          4.240	  0.965	 -0.175
          4.242	  1.215	 -0.185
          4.244	  0.830	 -0.190
          4.246	  0.345	 -0.190
          4.248	 -0.120	 -0.185
          4.250	  0.190	 -0.175
          4.252	  0.415	 -0.160
          4.254	  0.495	 -0.145
          4.256	  0.720	 -0.135
          4.258	  0.770	 -0.125
          4.260	  1.055	 -0.125
          4.262	  1.270	 -0.120
          4.264	  0.860	 -0.110
          4.266	  0.420	 -0.100
          4.268	 -0.040	 -0.085
          4.270	  0.310	 -0.070
          4.272	  0.560	 -0.050
          4.274	  0.615	 -0.040
          4.276	  0.790	 -0.030
          4.278	  0.850	 -0.030
          4.280	  1.195	 -0.035
          4.282	  1.295	 -0.045
          4.284	  0.915	 -0.045
          4.286	  0.430	 -0.045
          4.288	  0.005	 -0.035
          4.290	  0.400	 -0.020
          4.292	  0.585	 -0.005
          4.294	  0.665	  0.000
          4.296	  0.820	  0.000
          4.298	  0.845	 -0.005
          4.300	  1.250	 -0.025
          4.302	  1.270	 -0.040
          4.304	  0.860	 -0.055
          4.306	  0.405	 -0.060
          4.308	 -0.015	 -0.060
          4.310	  0.410	 -0.045
          4.312	  0.540	 -0.030
          4.314	  0.625	 -0.020
          4.316	  0.775	 -0.015
          4.318	  0.850	 -0.020
          4.320	  1.250	 -0.035
          4.322	  1.210	 -0.055
          4.324	  0.825	 -0.070
          4.326	  0.350	 -0.085
          4.328	 -0.060	 -0.095
          4.330	  0.355	 -0.095
          4.332	  0.505	 -0.095
          4.334	  0.575	 -0.095
          4.336	  0.670	 -0.100
          4.338	  0.725	 -0.115
          4.340	  1.185	 -0.135
          4.342	  1.080	 -0.155
          4.344	  0.675	 -0.175
          4.346	  0.240	 -0.190
          4.348	 -0.175	 -0.190
          4.350	  0.285	 -0.180
          4.352	  0.430	 -0.170
          4.354	  0.500	 -0.155
          4.356	  0.640	 -0.145
          4.358	  0.710	 -0.150
          4.360	  1.185	 -0.160
          4.362	  1.040	 -0.185
          4.364	  0.610	 -0.210
          4.366	  0.190	 -0.230
          4.368	 -0.240	 -0.245
          4.370	  0.225	 -0.255
          4.372	  0.305	 -0.250
          4.374	  0.425	 -0.245
          4.376	  0.545	 -0.235
          4.378	  0.620	 -0.230
          4.380	  1.140	 -0.230
          4.382	  0.995	 -0.230
          4.384	  0.550	 -0.230
          4.386	  0.155	 -0.230
          4.388	 -0.235	 -0.230
          4.390	  0.255	 -0.225
          4.392	  0.330	 -0.215
          4.394	  0.505	 -0.210
          4.396	  0.600	 -0.205
          4.398	  0.675	 -0.205
          4.400	  1.180	 -0.205
          4.402	  0.950	 -0.215
          4.404	  0.530	 -0.220
          4.406	  0.145	 -0.225
          4.408	 -0.235	 -0.230
          4.410	  0.265	 -0.235
          4.412	  0.275	 -0.240
          4.414	  0.460	 -0.250
          4.416	  0.550	 -0.270
          4.418	  0.550	 -0.290
          4.420	  1.065	 -0.315
          4.422	  0.865	 -0.340
          4.424	  0.420	 -0.350
          4.426	 -0.125	 -0.350
          4.428	 -0.285	 -0.335
          4.430	  0.220	 -0.315
          4.432	  0.205	 -0.290
          4.434	  0.500	 -0.270
          4.436	  0.590	 -0.260
          4.438	  0.590	 -0.260
          4.440	  1.140	 -0.275
          4.442	  0.880	 -0.290
          4.444	  0.375	 -0.305
          4.446	 -0.110	 -0.310
          4.448	 -0.190	 -0.300
          4.450	  0.225	 -0.270
          4.452	  0.265	 -0.220
          4.454	  0.640	 -0.155
          4.456	  0.740	 -0.080
          4.458	  0.835	  0.000
          4.460	  1.460	  0.090
          4.462	  1.320	  0.190
          4.464	  0.950	  0.300
          4.466	  0.595	  0.420
          4.468	  0.765	  0.550
          4.470	  1.220	  0.680
          4.472	  1.295	  0.800
          4.474	  1.730	  0.890
          4.476	  1.785	  0.945
          4.478	  1.820	  0.940
          4.480	  2.395	  0.880
          4.482	  1.985	  0.760
          4.484	  1.265	  0.600
          4.486	  0.585	  0.405
          4.488	  0.430	  0.205
          4.490	  0.430	  0.015
          4.492	  0.255	 -0.150
          4.494	  0.425	 -0.285
          4.496	  0.400	 -0.380
          4.498	  0.505	 -0.440
          4.500	  0.970	 -0.470
          4.502	  0.575	 -0.475
          4.504	  0.090	 -0.465
          4.506	 -0.395	 -0.445
          4.508	 -0.165	 -0.425
          4.510	  0.115	 -0.400
          4.512	  0.175	 -0.385
          4.514	  0.455	 -0.370
          4.516	  0.490	 -0.355
          4.518	  0.670	 -0.350
          4.520	  1.055	 -0.340
          4.522	  0.680	 -0.330
          4.524	  0.180	 -0.315
          4.526	 -0.260	 -0.300
          4.528	  0.010	 -0.275
          4.530	  0.280	 -0.255
          4.532	  0.355	 -0.230
          4.534	  0.620	 -0.210
          4.536	  0.645	 -0.195
          4.538	  0.895	 -0.190
          4.540	  1.175	 -0.185
          4.542	  0.775	 -0.180
          4.544	  0.310	 -0.175
          4.546	 -0.140	 -0.165
          4.548	  0.175	 -0.155
          4.550	  0.380	 -0.140
          4.552	  0.470	 -0.125
          4.554	  0.700	 -0.110
          4.556	  0.755	 -0.100
          4.558	  1.030	 -0.095
          4.560	  1.255	 -0.090
          4.562	  0.845	 -0.085
          4.564	  0.390	 -0.080
          4.566	 -0.060	 -0.075
          4.568	  0.290	 -0.065
          4.570	  0.450	 -0.060
          4.572	  0.510	 -0.060
          4.574	  0.730	 -0.060
          4.576	  0.785	 -0.065
          4.578	  1.130	 -0.075
          4.580	  1.240	 -0.080
          4.582	  0.790	 -0.085
          4.584	  0.340	 -0.080
          4.586	 -0.075	 -0.065
          4.588	  0.345	 -0.050
          4.590	  0.515	 -0.030
          4.592	  0.590	 -0.015
          4.594	  0.760	 -0.005
          4.596	  0.820	 -0.005
          4.598	  1.235	 -0.010
          4.600	  1.275	 -0.020
          4.602	  0.830	 -0.030
          4.604	  0.380	 -0.030
          4.606	 -0.010	 -0.020
          4.608	  0.390	 -0.005
          4.610	  0.565	  0.020
          4.612	  0.660	  0.040
          4.614	  0.830	  0.060
          4.616	  0.885	  0.070
          4.618	  1.315	  0.075
          4.620	  1.310	  0.075
          4.622	  0.925	  0.080
          4.624	  0.505	  0.085
          4.626	  0.100	  0.095
          4.628	  0.530	  0.115
          4.630	  0.690	  0.140
          4.632	  0.795	  0.165
          4.634	  0.945	  0.185
          4.636	  1.035	  0.200
          4.638	  1.500	  0.210
          4.640	  1.440	  0.215
          4.642	  1.030	  0.220
          4.644	  0.610	  0.225
          4.646	  0.235	  0.240
          4.648	  0.680	  0.260
          4.650	  0.850	  0.285
          4.652	  0.965	  0.310
          4.654	  1.135	  0.330
          4.656	  1.185	  0.345
          4.658	  1.660	  0.355
          4.660	  1.535	  0.360
          4.662	  1.135	  0.360
          4.664	  0.725	  0.360
          4.666	  0.350	  0.365
          4.668	  0.840	  0.375
          4.670	  0.980	  0.390
          4.672	  1.105	  0.405
          4.674	  1.190	  0.420
          4.676	  1.245	  0.435
          4.678	  1.775	  0.440
          4.680	  1.600	  0.440
          4.682	  1.200	  0.435
          4.684	  0.800	  0.435
          4.686	  0.420	  0.435
          4.688	  0.925	  0.435
          4.690	  0.990	  0.435
          4.692	  1.095	  0.440
          4.694	  1.220	  0.435
          4.696	  1.275	  0.430
          4.698	  1.770	  0.425
          4.700	  1.580	  0.415
          4.702	  1.140	  0.405
          4.704	  0.760	  0.395
          4.706	  0.370	  0.390
          4.708	  0.890	  0.390
          4.710	  0.915	  0.390
          4.712	  1.115	  0.385
          4.714	  1.180	  0.380
          4.716	  1.210	  0.365
          4.718	  1.715	  0.350
          4.720	  1.535	  0.330
          4.722	  1.060	  0.310
          4.724	  0.515	  0.295
          4.726	  0.305	  0.285
          4.728	  0.775	  0.280
          4.730	  0.770	  0.270
          4.732	  1.045	  0.260
          4.734	  1.100	  0.245
          4.736	  1.095	  0.225
          4.738	  1.595	  0.200
          4.740	  1.335	  0.175
          4.742	  0.845	  0.150
          4.744	  0.305	  0.130
          4.746	  0.195	  0.115
          4.748	  0.625	  0.110
          4.750	  0.615	  0.105
          4.752	  0.920	  0.105
          4.754	  0.970	  0.105
          4.756	  0.985	  0.100
          4.758	  1.495	  0.090
          4.760	  1.210	  0.080
          4.762	  0.690	  0.065
          4.764	  0.190	  0.055
          4.766	  0.215	  0.050
          4.768	  0.605	  0.040
          4.770	  0.525	  0.040
          4.772	  0.895	  0.030
          4.774	  0.915	  0.025
          4.776	  0.890	  0.015
          4.778	  1.405	  0.000
          4.780	  1.075	 -0.010
          4.782	  0.580	 -0.020
          4.784	  0.055	 -0.025
          4.786	  0.190	 -0.020
          4.788	  0.540	 -0.015
          4.790	  0.550	 -0.010
          4.792	  0.885	  0.000
          4.794	  0.885	  0.000
          4.796	  0.915	 -0.005
          4.798	  1.380	 -0.010
          4.800	  1.010	 -0.020
          4.802	  0.535	 -0.025
          4.804	  0.055	 -0.030
          4.806	  0.225	 -0.025
          4.808	  0.535	 -0.020
          4.810	  0.590	 -0.010
          4.812	  0.860	  0.000
          4.814	  0.885	  0.010
          4.816	  1.040	  0.010
          4.818	  1.425	  0.010
          4.820	  0.990	  0.005
          4.822	  0.540	  0.005
          4.824	  0.070	  0.000
          4.826	  0.290	  0.000
          4.828	  0.525	  0.005
          4.830	  0.620	  0.010
          4.832	  0.850	  0.015
          4.834	  0.895	  0.020
          4.836	  1.115	  0.020
          4.838	  1.400	  0.020
          4.840	  1.000	  0.020
          4.842	  0.525	  0.015
          4.844	  0.065	  0.015
          4.846	  0.350	  0.015
          4.848	  0.570	  0.015
          4.850	  0.625	  0.015
          4.852	  0.875	  0.015
          4.854	  0.915	  0.015
          4.856	  1.165	  0.015
          4.858	  1.385	  0.015
          4.860	  0.945	  0.020
          4.862	  0.505	  0.025
          4.864	  0.085	  0.035
          4.866	  0.410	  0.045
          4.868	  0.625	  0.055
          4.870	  0.705	  0.065
          4.872	  0.890	  0.065
          4.874	  0.920	  0.060
          4.876	  1.285	  0.055
          4.878	  1.370	  0.045
          4.880	  0.955	  0.040
          4.882	  0.515	  0.040
          4.884	  0.100	  0.045
          4.886	  0.450	  0.050
          4.888	  0.640	  0.060
          4.890	  0.720	  0.065
          4.892	  0.860	  0.065
          4.894	  0.915	  0.060
          4.896	  1.295	  0.050
          4.898	  1.365	  0.040
          4.900	  0.960	  0.030
          4.902	  0.500	  0.025
          4.904	  0.070	  0.025
          4.906	  0.465	  0.025
          4.908	  0.625	  0.030
          4.910	  0.665	  0.025
          4.912	  0.820	  0.020
          4.914	  0.855	  0.005
          4.916	  1.295	 -0.010
          4.918	  1.235	 -0.025
          4.920	  0.850	 -0.040
          4.922	  0.415	 -0.050
          4.924	 -0.005	 -0.050
          4.926	  0.405	 -0.050
          4.928	  0.550	 -0.045
          4.930	  0.645	 -0.045
          4.932	  0.750	 -0.045
          4.934	  0.810	 -0.055
          4.936	  1.255	 -0.070
          4.938	  1.185	 -0.085
          4.940	  0.760	 -0.095
          4.942	  0.340	 -0.105
          4.944	 -0.075	 -0.105
          4.946	  0.375	 -0.095
          4.948	  0.530	 -0.085
          4.950	  0.635	 -0.080
          4.952	  0.745	 -0.080
          4.954	  0.795	 -0.085
          4.956	  1.265	 -0.100
          4.958	  1.110	 -0.120
          4.960	  0.685	 -0.145
          4.962	  0.265	 -0.160
          4.964	 -0.125	 -0.175
          4.966	  0.295	 -0.180
          4.968	  0.465	 -0.175
          4.970	  0.575	 -0.170
          4.972	  0.635	 -0.170
          4.974	  0.715	 -0.170
          4.976	  1.205	 -0.175
          4.978	  1.050	 -0.185
          4.980	  0.635	 -0.195
          4.982	  0.230	 -0.210
          4.984	 -0.185	 -0.225
          4.986	  0.280	 -0.235
          4.988	  0.340	 -0.245
          4.990	  0.440	 -0.260
          4.992	  0.585	 -0.270
          4.994	  0.615	 -0.285
          4.996	  1.110	 -0.300
          4.998	  0.920	 -0.315
          5.000	  0.475	 -0.330
          5.002	  0.075	 -0.335
          5.004	 -0.295	 -0.335
          5.006	  0.190	 -0.330
          5.008	  0.275	 -0.325
          5.010	  0.470	 -0.320
          5.012	  0.550	 -0.315
          5.014	  0.580	 -0.320
          5.016	  1.115	 -0.320
          5.018	  0.910	 -0.325
          5.020	  0.460	 -0.330
          5.022	  0.005	 -0.330
          5.024	 -0.260	 -0.325
          5.026	  0.240	 -0.320
          5.028	  0.275	 -0.310
          5.030	  0.515	 -0.300
          5.032	  0.620	 -0.295
          5.034	  0.635	 -0.295
          5.036	  1.165	 -0.300
          5.038	  0.925	 -0.305
          5.040	  0.440	 -0.305
          5.042	 -0.050	 -0.310
          5.044	 -0.150	 -0.310
          5.046	  0.310	 -0.305
          5.048	  0.265	 -0.300
          5.050	  0.565	 -0.300
          5.052	  0.620	 -0.300
          5.054	  0.640	 -0.310
          5.056	  1.145	 -0.315
          5.058	  0.880	 -0.325
          5.060	  0.380	 -0.330
          5.062	 -0.125	 -0.330
          5.064	 -0.110	 -0.325
          5.066	  0.305	 -0.310
          5.068	  0.305	 -0.295
          5.070	  0.635	 -0.280
          5.072	  0.670	 -0.270
          5.074	  0.680	 -0.260
          5.076	  1.220	 -0.255
          5.078	  0.910	 -0.255
          5.080	  0.435	 -0.255
          5.082	 -0.060	 -0.250
          5.084	  0.035	 -0.240
          5.086	  0.395	 -0.230
          5.088	  0.390	 -0.210
          5.090	  0.730	 -0.195
          5.092	  0.770	 -0.180
          5.094	  0.840	 -0.165
          5.096	  1.325	 -0.155
          5.098	  0.985	 -0.145
          5.100	  0.500	 -0.135
          5.102	  0.030	 -0.120
          5.104	  0.230	 -0.105
          5.106	  0.540	 -0.095
          5.108	  0.590	 -0.080
          5.110	  0.885	 -0.070
          5.112	  0.870	 -0.065
          5.114	  1.000	 -0.065
          5.116	  1.375	 -0.070
          5.118	  1.010	 -0.080
          5.120	  0.530	 -0.090
          5.122	  0.040	 -0.095
          5.124	  0.275	 -0.100
          5.126	  0.535	 -0.100
          5.128	  0.585	 -0.100
          5.130	  0.860	 -0.100
          5.132	  0.860	 -0.105
          5.134	  1.040	 -0.105
          5.136	  1.340	 -0.105
          5.138	  0.950	 -0.110
          5.140	  0.470	 -0.110
          5.142	  0.030	 -0.110
          5.144	  0.315	 -0.105
          5.146	  0.525	 -0.100
          5.148	  0.615	 -0.095
          5.150	  0.805	 -0.090
          5.152	  0.865	 -0.085
          5.154	  1.125	 -0.085
          5.156	  1.380	 -0.080
          5.158	  0.970	 -0.075
          5.160	  0.505	 -0.075
          5.162	  0.070	 -0.070
          5.164	  0.375	 -0.065
          5.166	  0.600	 -0.060
          5.168	  0.620	 -0.060
          5.170	  0.825	 -0.060
          5.172	  0.900	 -0.065
          5.174	  1.215	 -0.065
          5.176	  1.370	 -0.065
          5.178	  0.970	 -0.060
          5.180	  0.510	 -0.055
          5.182	  0.080	 -0.045
          5.184	  0.440	 -0.035
          5.186	  0.610	 -0.025
          5.188	  0.715	 -0.025
          5.190	  0.890	 -0.030
          5.192	  0.910	 -0.040
          5.194	  1.275	 -0.050
          5.196	  1.350	 -0.060
          5.198	  0.940	 -0.060
          5.200	  0.480	 -0.055
          5.202	  0.090	 -0.040
          5.204	  0.510	 -0.015
          5.206	  0.665	  0.005
          5.208	  0.735	  0.020
          5.210	  0.945	  0.030
          5.212	  0.980	  0.030
          5.214	  1.395	  0.020
          5.216	  1.440	  0.010
          5.218	  0.985	  0.005
          5.220	  0.520	  0.000
          5.222	  0.140	  0.010
          5.224	  0.570	  0.020
          5.226	  0.720	  0.035
          5.228	  0.790	  0.045
          5.230	  0.945	  0.050
          5.232	  0.995	  0.045
          5.234	  1.420	  0.035
          5.236	  1.365	  0.015
          5.238	  0.975	  0.000
          5.240	  0.550	 -0.010
          5.242	  0.125	 -0.005
          5.244	  0.570	  0.015
          5.246	  0.710	  0.050
          5.248	  0.830	  0.100
          5.250	  1.035	  0.160
          5.252	  1.155	  0.225
          5.254	  1.730	  0.300
          5.256	  1.740	  0.385
          5.258	  1.450	  0.485
          5.260	  1.135	  0.600
          5.262	  0.885	  0.725
          5.264	  1.485	  0.865
          5.266	  1.715	  1.000
          5.268	  1.870	  1.125
          5.270	  2.075	  1.215
          5.272	  2.225	  1.265
          5.274	  2.755	  1.255
          5.276	  2.650	  1.190
          5.278	  2.155	  1.065
          5.280	  1.540	  0.890
          5.282	  0.865	  0.690
          5.284	  0.995	  0.475
          5.286	  0.805	  0.265
          5.288	  0.755	  0.080
          5.290	  0.740	 -0.070
          5.292	  0.770	 -0.175
          5.294	  1.285	 -0.235
          5.296	  1.110	 -0.260
          5.298	  0.680	 -0.250
          5.300	  0.280	 -0.225
          5.302	 -0.065	 -0.190
          5.304	  0.450	 -0.155
          5.306	  0.480	 -0.130
          5.308	  0.665	 -0.115
          5.310	  0.805	 -0.110
          5.312	  0.900	 -0.110
          5.314	  1.440	 -0.110
          5.316	  1.250	 -0.105
          5.318	  0.820	 -0.095
          5.320	  0.370	 -0.075
          5.322	  0.090	 -0.050
          5.324	  0.605	 -0.030
          5.326	  0.620	 -0.010
          5.328	  0.855	 -0.005
          5.330	  0.960	 -0.005
          5.332	  0.995	 -0.015
          5.334	  1.530	 -0.030
          5.336	  1.305	 -0.040
          5.338	  0.815	 -0.040
          5.340	  0.320	 -0.030
          5.342	  0.195	 -0.015
          5.344	  0.680	  0.010
          5.346	  0.675	  0.030
          5.348	  0.990	  0.045
          5.350	  1.030	  0.055
          5.352	  1.055	  0.050
          5.354	  1.620	  0.045
          5.356	  1.325	  0.040
