   Elapsed time	  ECG I	iltered
          3.522	  0.025	 -0.090
          3.524	  0.150	 -0.090
          3.526	  0.165	 -0.085
          3.528	  0.185	 -0.080
          3.530	  0.190	 -0.075
          3.532	  0.120	 -0.075
          3.534	  0.070	 -0.075
          3.536	 -0.020	 -0.075
          3.538	  0.020	 -0.080
          3.540	  0.010	 -0.085
          3.542	  0.090	 -0.095
          3.544	  0.035	 -0.100
          3.546	  0.070	 -0.105
          3.548	  0.170	 -0.110
          3.550	  0.195	 -0.110
          3.552	  0.180	 -0.105
          3.554	 -0.015	 -0.100
          3.556	 -0.005	 -0.090
          3.558	  0.010	 -0.080
          3.560	  0.060	 -0.070
          3.562	  0.125	 -0.065
          3.564	  0.130	 -0.065
          3.566	  0.165	 -0.070
          3.568	  0.150	 -0.075
          3.570	  0.170	 -0.085
          3.572	  0.095	 -0.095
          3.574	  0.065	 -0.100
          3.576	 -0.040	 -0.100
          3.578	 -0.035	 -0.100
          3.580	  0.010	 -0.090
          3.582	  0.140	 -0.085
          3.584	  0.160	 -0.080
          3.586	  0.180	 -0.075
          3.588	  0.170	 -0.080
          3.590	  0.150	 -0.090
          3.592	  0.050	 -0.105
          3.594	 -0.055	 -0.120
          3.596	 -0.055	 -0.130
          3.598	 -0.060	 -0.135
          3.600	  0.000	 -0.135
          3.602	  0.070	 -0.130
          3.604	  0.100	 -0.115
          3.606	  0.205	 -0.100
          3.608	  0.160	 -0.090
          3.610	  0.165	 -0.085
          3.612	  0.050	 -0.090
          3.614	 -0.005	 -0.100
          3.616	 -0.100	 -0.115
          3.618	 -0.105	 -0.135
          3.620	 -0.070	 -0.150
          3.622	  0.045	 -0.160
          3.624	  0.095	 -0.165
          3.626	  0.155	 -0.160
          3.628	  0.120	 -0.145
          3.630	  0.045	 -0.130
          3.632	  0.045	 -0.115
          3.634	 -0.035	 -0.105
          3.636	 -0.010	 -0.100
          3.638	  0.005	 -0.100
          3.640	 -0.015	 -0.105
          3.642	  0.090	 -0.120
          3.644	  0.090	 -0.130
          3.646	  0.080	 -0.145
          3.648	  0.095	 -0.155
          3.650	  0.120	 -0.160
          3.652	  0.040	 -0.165
          3.654	 -0.090	 -0.165
          3.656	 -0.135	 -0.165
          3.658	 -0.090	 -0.160
          3.660	 -0.015	 -0.160
          3.662	  0.050	 -0.160
          3.664	  0.110	 -0.155
          3.666	  0.090	 -0.155
          3.668	  0.140	 -0.155
          3.670	  0.090	 -0.150
          3.672	 -0.060	 -0.150
          3.674	 -0.140	 -0.150
          3.676	 -0.085	 -0.155
          3.678	 -0.065	 -0.155
          3.680	  0.000	 -0.160
          3.682	  0.035	 -0.160
          3.684	  0.135	 -0.165
          3.686	  0.100	 -0.165
          3.688	  0.065	 -0.160
          3.690	  0.060	 -0.160
          3.692	 -0.040	 -0.155
          3.694	 -0.070	 -0.155
          3.696	 -0.105	 -0.150
          3.698	 -0.085	 -0.150
          3.700	 -0.030	 -0.150
          3.702	  0.015	 -0.150
          3.704	  0.125	 -0.150
          3.706	  0.090	 -0.150
          3.708	  0.160	 -0.145
          3.710	  0.105	 -0.140
          3.712	 -0.035	 -0.135
          3.714	 -0.080	 -0.130
          3.716	 -0.040	 -0.125
          3.718	  0.000	 -0.125
          3.720	  0.035	 -0.125
          3.722	  0.025	 -0.135
          3.724	  0.170	 -0.145
          3.726	  0.045	 -0.155
          3.728	  0.080	 -0.165
          3.730	  0.060	 -0.170
          3.732	  0.060	 -0.170
          3.734	 -0.115	 -0.165
          3.736	 -0.085	 -0.155
          3.738	 -0.055	 -0.140
          3.740	  0.030	 -0.125
          3.742	  0.090	 -0.110
          3.744	  0.210	 -0.095
          3.746	  0.165	 -0.090
          3.748	  0.145	 -0.085
          3.750	  0.125	 -0.090
          3.752	  0.060	 -0.090
          3.754	 -0.050	 -0.100
          3.756	 -0.025	 -0.105
          3.758	 -0.035	 -0.105
          3.760	  0.050	 -0.110
          3.762	  0.085	 -0.105
          3.764	  0.175	 -0.095
          3.766	  0.170	 -0.085
          3.768	  0.175	 -0.075
          3.770	  0.125	 -0.060
          3.772	  0.105	 -0.045
          3.774	  0.020	 -0.035
          3.776	  0.065	 -0.030
          3.778	  0.095	 -0.025
          3.780	  0.135	 -0.030
          3.782	  0.195	 -0.035
          3.784	  0.250	 -0.040
          3.786	  0.175	 -0.050
          3.788	  0.170	 -0.060
          3.790	  0.100	 -0.070
          3.792	  0.065	 -0.075
          3.794	  0.010	 -0.080
          3.796	  0.005	 -0.080
          3.798	  0.000	 -0.085
          3.800	  0.020	 -0.090
          3.802	  0.070	 -0.095
          3.804	  0.170	 -0.100
          3.806	  0.170	 -0.105
          3.808	  0.090	 -0.115
          3.810	  0.080	 -0.120
          3.812	  0.005	 -0.120
          3.814	 -0.045	 -0.125
          3.816	  0.015	 -0.125
          3.818	 -0.045	 -0.125
          3.820	  0.030	 -0.125
          3.822	  0.055	 -0.125
          3.824	  0.135	 -0.125
          3.826	  0.165	 -0.130
          3.828	  0.090	 -0.130
          3.830	 -0.015	 -0.135
          3.832	  0.000	 -0.140
          3.834	 -0.020	 -0.140
          3.836	 -0.020	 -0.140
          3.838	 -0.030	 -0.145
          3.840	  0.010	 -0.140
          3.842	  0.040	 -0.140
          3.844	  0.110	 -0.135
          3.846	  0.140	 -0.130
          3.848	  0.085	 -0.120
          3.850	  0.055	 -0.110
          3.852	  0.070	 -0.100
          3.854	 -0.010	 -0.095
          3.856	  0.030	 -0.090
          3.858	  0.040	 -0.090
          3.860	  0.010	 -0.100
          3.862	  0.065	 -0.110
          3.864	  0.095	 -0.125
          3.866	  0.085	 -0.145
          3.868	  0.030	 -0.160
          3.870	  0.015	 -0.170
          3.872	 -0.045	 -0.175
          3.874	 -0.100	 -0.175
          3.876	 -0.080	 -0.165
          3.878	 -0.005	 -0.150
          3.880	  0.055	 -0.135
          3.882	  0.090	 -0.120
          3.884	  0.130	 -0.110
          3.886	  0.120	 -0.110
          3.888	  0.105	 -0.120
          3.890	  0.035	 -0.130
          3.892	 -0.015	 -0.145
          3.894	 -0.145	 -0.160
          3.896	 -0.135	 -0.170
          3.898	 -0.045	 -0.175
          3.900	  0.055	 -0.170
          3.902	  0.125	 -0.160
          3.904	  0.105	 -0.145
          3.906	  0.100	 -0.120
          3.908	  0.100	 -0.090
          3.910	  0.135	 -0.055
          3.912	  0.100	 -0.015
          3.914	  0.135	  0.040
          3.916	  0.170	  0.110
          3.918	  0.320	  0.195
          3.920	  0.470	  0.290
          3.922	  0.560	  0.400
          3.924	  0.815	  0.510
          3.926	  0.960	  0.615
          3.928	  1.010	  0.705
          3.930	  0.985	  0.765
          3.932	  0.955	  0.785
          3.934	  0.810	  0.765
          3.936	  0.740	  0.705
          3.938	  0.650	  0.610
          3.940	  0.615	  0.485
          3.942	  0.640	  0.345
          3.944	  0.520	  0.200
          3.946	  0.235	  0.070
          3.948	  0.105	 -0.040
          3.950	 -0.065	 -0.115
          3.952	 -0.105	 -0.165
          3.954	 -0.130	 -0.180
          3.956	 -0.065	 -0.170
          3.958	  0.010	 -0.145
          3.960	  0.020	 -0.110
          3.962	  0.210	 -0.075
          3.964	  0.225	 -0.050
          3.966	  0.210	 -0.030
          3.968	  0.175	 -0.025
          3.970	  0.105	 -0.035
          3.972	  0.005	 -0.045
          3.974	 -0.035	 -0.060
          3.976	  0.020	 -0.075
          3.978	  0.080	 -0.085
          3.980	  0.065	 -0.085
          3.982	  0.190	 -0.085
          3.984	  0.170	 -0.075
          3.986	  0.100	 -0.060
          3.988	  0.165	 -0.045
          3.990	  0.130	 -0.030
          3.992	  0.065	 -0.015
          3.994	  0.065	 -0.005
          3.996	  0.130	  0.000
          3.998	  0.135	  0.005
          4.000	  0.175	  0.000
          4.002	  0.190	 -0.010
          4.004	  0.165	 -0.015
          4.006	  0.215	 -0.025
          4.008	  0.140	 -0.030
          4.010	  0.115	 -0.035
          4.012	 -0.005	 -0.035
          4.014	  0.115	 -0.030
          4.016	  0.075	 -0.030
          4.018	  0.070	 -0.025
          4.020	  0.180	 -0.020
          4.022	  0.215	 -0.020
          4.024	  0.245	 -0.020
          4.026	  0.170	 -0.020
          4.028	  0.155	 -0.020
          4.030	  0.110	 -0.020
          4.032	  0.055	 -0.015
          4.034	  0.060	 -0.010
          4.036	  0.075	 -0.005
          4.038	  0.255	  0.005
          4.040	  0.140	  0.010
          4.042	  0.180	  0.020
          4.044	  0.370	  0.020
          4.046	  0.230	  0.020
          4.048	  0.150	  0.020
          4.050	  0.165	  0.015
          4.052	  0.040	  0.010
          4.054	  0.060	  0.005
          4.056	  0.090	  0.005
          4.058	  0.115	  0.005
          4.060	  0.165	  0.010
          4.062	  0.270	  0.015
          4.064	  0.270	  0.025
          4.066	  0.200	  0.030
          4.068	  0.210	  0.030
          4.070	  0.205	  0.035
          4.072	  0.110	  0.035
          4.074	  0.110	  0.035
          4.076	  0.130	  0.035
          4.078	  0.175	  0.035
          4.080	  0.255	  0.040
          4.082	  0.345	  0.045
          4.084	  0.280	  0.050
          4.086	  0.250	  0.055
          4.088	  0.180	  0.060
          4.090	  0.185	  0.060
          4.092	  0.120	  0.065
          4.094	  0.105	  0.070
          4.096	  0.095	  0.075
          4.098	  0.230	  0.080
          4.100	  0.260	  0.095
          4.102	  0.435	  0.105
          4.104	  0.360	  0.125
          4.106	  0.345	  0.140
          4.108	  0.345	  0.155
          4.110	  0.260	  0.165
          4.112	  0.195	  0.170
          4.114	  0.230	  0.170
          4.116	  0.275	  0.170
          4.118	  0.300	  0.165
          4.120	  0.370	  0.160
          4.122	  0.385	  0.155
          4.124	  0.370	  0.160
          4.126	  0.325	  0.165
          4.128	  0.320	  0.180
          4.130	  0.335	  0.195
          4.132	  0.275	  0.210
          4.134	  0.290	  0.225
          4.136	  0.345	  0.235
          4.138	  0.395	  0.240
          4.140	  0.450	  0.245
          4.142	  0.500	  0.240
          4.144	  0.515	  0.235
          4.146	  0.420	  0.230
          4.148	  0.365	  0.230
          4.150	  0.355	  0.230
          4.152	  0.245	  0.230
          4.154	  0.240	  0.240
          4.156	  0.405	  0.245
          4.158	  0.415	  0.255
          4.160	  0.470	  0.265
          4.162	  0.530	  0.270
          4.164	  0.555	  0.270
          4.166	  0.480	  0.270
          4.168	  0.365	  0.265
          4.170	  0.325	  0.260
          4.172	  0.265	  0.255
          4.174	  0.265	  0.245
          4.176	  0.295	  0.240
          4.178	  0.415	  0.235
          4.180	  0.445	  0.230
          4.182	  0.475	  0.225
          4.184	  0.425	  0.215
          4.186	  0.380	  0.205
          4.188	  0.305	  0.190
          4.190	  0.215	  0.170
          4.192	  0.150	  0.150
          4.194	  0.145	  0.130
          4.196	  0.245	  0.110
          4.198	  0.240	  0.095
          4.200	  0.250	  0.085
          4.202	  0.285	  0.075
          4.204	  0.360	  0.075
          4.206	  0.290	  0.075
          4.208	  0.195	  0.075
          4.210	  0.115	  0.070
          4.212	  0.015	  0.060
          4.214	  0.080	  0.050
          4.216	  0.100	  0.030
          4.218	  0.210	  0.015
          4.220	  0.260	  0.000
          4.222	  0.250	 -0.015
          4.224	  0.180	 -0.020
          4.226	  0.115	 -0.020
          4.228	  0.140	 -0.015
          4.230	  0.085	 -0.010
          4.232	  0.020	 -0.010
          4.234	  0.020	 -0.010
          4.236	  0.080	 -0.015
          4.238	  0.115	 -0.025
          4.240	  0.140	 -0.040
          4.242	  0.270	 -0.055
          4.244	  0.135	 -0.070
          4.246	  0.105	 -0.080
          4.248	  0.045	 -0.085
          4.250	 -0.050	 -0.085
          4.252	 -0.020	 -0.080
          4.254	  0.030	 -0.070
          4.256	  0.030	 -0.065
          4.258	  0.075	 -0.055
          4.260	  0.100	 -0.050
          4.262	  0.185	 -0.050
          4.264	  0.155	 -0.045
          4.266	  0.110	 -0.045
          4.268	  0.095	 -0.045
          4.270	  0.050	 -0.045
          4.272	  0.020	 -0.045
          4.274	 -0.025	 -0.045
          4.276	  0.070	 -0.040
          4.278	  0.055	 -0.040
          4.280	  0.165	 -0.040
          4.282	  0.190	 -0.040
          4.284	  0.185	 -0.040
          4.286	  0.115	 -0.040
          4.288	  0.100	 -0.040
          4.290	 -0.010	 -0.040
          4.292	  0.035	 -0.040
          4.294	  0.055	 -0.035
          4.296	  0.045	 -0.035
          4.298	  0.085	 -0.035
          4.300	  0.235	 -0.035
          4.302	  0.165	 -0.040
          4.304	  0.160	 -0.045
          4.306	  0.110	 -0.050
          4.308	  0.070	 -0.050
          4.310	  0.035	 -0.055
          4.312	  0.000	 -0.055
          4.314	  0.000	 -0.055
          4.316	  0.030	 -0.050
          4.318	  0.130	 -0.050
          4.320	  0.195	 -0.045
          4.322	  0.190	 -0.045
          4.324	  0.180	 -0.040
          4.326	  0.110	 -0.035
          4.328	  0.120	 -0.030
          4.330	 -0.015	 -0.025
          4.332	  0.010	 -0.020
          4.334	  0.075	 -0.015
          4.336	  0.150	 -0.010
          4.338	  0.175	 -0.010
          4.340	  0.230	 -0.015
          4.342	  0.225	 -0.020
          4.344	  0.105	 -0.025
          4.346	  0.100	 -0.035
          4.348	  0.060	 -0.040
          4.350	  0.015	 -0.045
          4.352	 -0.005	 -0.040
          4.354	  0.035	 -0.035
          4.356	  0.115	 -0.030
          4.358	  0.155	 -0.020
          4.360	  0.230	 -0.010
          4.362	  0.250	 -0.005
          4.364	  0.230	 -0.005
          4.366	  0.135	 -0.005
          4.368	  0.120	 -0.010
          4.370	 -0.020	 -0.020
          4.372	 -0.035	 -0.025
          4.374	  0.075	 -0.025
          4.376	  0.155	 -0.025
          4.378	  0.135	 -0.020
          4.380	  0.265	 -0.015
          4.382	  0.225	 -0.005
          4.384	  0.150	  0.005
          4.386	  0.115	  0.010
          4.388	  0.110	  0.015
          4.390	  0.075	  0.010
          4.392	  0.050	  0.005
          4.394	  0.060	 -0.005
          4.396	  0.115	 -0.015
          4.398	  0.150	 -0.030
          4.400	  0.225	 -0.040
          4.402	  0.105	 -0.050
          4.404	  0.135	 -0.055
          4.406	  0.050	 -0.060
          4.408	  0.095	 -0.060
          4.410	  0.005	 -0.065
          4.412	 -0.010	 -0.065
          4.414	  0.020	 -0.065
          4.416	  0.005	 -0.065
          4.418	  0.055	 -0.065
          4.420	  0.185	 -0.065
          4.422	  0.200	 -0.060
          4.424	  0.160	 -0.055
          4.426	  0.110	 -0.045
          4.428	  0.060	 -0.035
          4.430	  0.000	 -0.025
          4.432	  0.040	 -0.015
          4.434	  0.070	 -0.015
          4.436	  0.200	 -0.015
          4.438	  0.145	 -0.015
          4.440	  0.170	 -0.020
          4.442	  0.170	 -0.025
          4.444	  0.170	 -0.030
          4.446	  0.110	 -0.030
          4.448	  0.040	 -0.035
          4.450	  0.020	 -0.035
          4.452	  0.005	 -0.035
          4.454	  0.010	 -0.035
          4.456	  0.050	 -0.040
          4.458	  0.180	 -0.040
          4.460	  0.160	 -0.045
          4.462	  0.185	 -0.050
          4.464	  0.130	 -0.050
          4.466	  0.035	 -0.055
          4.468	  0.055	 -0.060
          4.470	 -0.010	 -0.060
          4.472	 -0.035	 -0.065
          4.474	 -0.010	 -0.065
          4.476	  0.070	 -0.070
          4.478	  0.160	 -0.070
          4.480	  0.140	 -0.075
          4.482	  0.170	 -0.070
          4.484	  0.145	 -0.065
          4.486	  0.105	 -0.055
          4.488	  0.010	 -0.040
          4.490	  0.025	 -0.030
          4.492	  0.020	 -0.020
          4.494	  0.110	 -0.010
          4.496	  0.175	 -0.010
          4.498	  0.125	 -0.015
          4.500	  0.230	 -0.030
          4.502	  0.170	 -0.040
          4.504	  0.085	 -0.055
          4.506	  0.065	 -0.070
          4.508	 -0.020	 -0.075
          4.510	 -0.060	 -0.080
          4.512	 -0.025	 -0.075
          4.514	  0.050	 -0.065
          4.516	  0.145	 -0.055
          4.518	  0.160	 -0.045
          4.520	  0.195	 -0.035
          4.522	  0.215	 -0.030
          4.524	  0.145	 -0.030
          4.526	  0.080	 -0.040
          4.528	 -0.015	 -0.050
          4.530	 -0.095	 -0.060
          4.532	 -0.050	 -0.070
          4.534	  0.065	 -0.080
          4.536	  0.025	 -0.090
          4.538	  0.160	 -0.090
          4.540	  0.235	 -0.085
          4.542	  0.155	 -0.080
          4.544	  0.040	 -0.075
          4.546	  0.015	 -0.070
          4.548	 -0.005	 -0.065
          4.550	 -0.080	 -0.070
          4.552	 -0.100	 -0.075
          4.554	  0.030	 -0.080
          4.556	  0.125	 -0.085
          4.558	  0.190	 -0.090
          4.560	  0.125	 -0.095
          4.562	  0.140	 -0.090
          4.564	  0.080	 -0.085
          4.566	  0.015	 -0.075
          4.568	 -0.025	 -0.065
          4.570	  0.010	 -0.055
          4.572	 -0.025	 -0.050
          4.574	  0.055	 -0.050
          4.576	  0.155	 -0.055
          4.578	  0.250	 -0.055
          4.580	  0.140	 -0.060
          4.582	  0.115	 -0.060
          4.584	  0.085	 -0.055
          4.586	  0.085	 -0.050
          4.588	  0.015	 -0.050
          4.590	 -0.040	 -0.050
          4.592	  0.005	 -0.050
          4.594	  0.005	 -0.055
          4.596	  0.065	 -0.065
          4.598	  0.160	 -0.070
          4.600	  0.155	 -0.075
          4.602	  0.115	 -0.075
          4.604	  0.090	 -0.065
          4.606	  0.020	 -0.055
          4.608	  0.030	 -0.035
          4.610	  0.060	 -0.020
          4.612	  0.075	 -0.005
          4.614	  0.105	  0.000
          4.616	  0.130	 -0.005
          4.618	  0.225	 -0.015
          4.620	  0.195	 -0.035
          4.622	  0.085	 -0.055
          4.624	  0.050	 -0.070
          4.626	 -0.010	 -0.080
          4.628	 -0.015	 -0.075
          4.630	  0.020	 -0.065
          4.632	  0.035	 -0.050
          4.634	  0.115	 -0.030
          4.636	  0.125	 -0.010
          4.638	  0.215	  0.005
          4.640	  0.200	  0.015
          4.642	  0.195	  0.015
          4.644	  0.130	  0.010
          4.646	  0.155	  0.005
          4.648	  0.055	 -0.005
          4.650	  0.010	 -0.010
          4.652	  0.065	 -0.015
          4.654	  0.110	 -0.020
          4.656	  0.090	 -0.020
          4.658	  0.210	 -0.025
          4.660	  0.210	 -0.025
          4.662	  0.115	 -0.030
          4.664	  0.125	 -0.035
          4.666	  0.055	 -0.045
          4.668	 -0.045	 -0.050
          4.670	 -0.050	 -0.055
          4.672	  0.050	 -0.060
          4.674	  0.095	 -0.060
          4.676	  0.060	 -0.055
          4.678	  0.175	 -0.050
          4.680	  0.175	 -0.045
          4.682	  0.135	 -0.040
          4.684	  0.045	 -0.040
          4.686	  0.055	 -0.040
          4.688	 -0.020	 -0.045
          4.690	 -0.010	 -0.045
          4.692	 -0.010	 -0.050
          4.694	  0.045	 -0.050
          4.696	  0.080	 -0.055
          4.698	  0.190	 -0.055
          4.700	  0.165	 -0.055
          4.702	  0.125	 -0.060
          4.704	  0.080	 -0.065
          4.706	  0.030	 -0.070
          4.708	 -0.075	 -0.075
          4.710	 -0.085	 -0.080
          4.712	 -0.025	 -0.090
          4.714	  0.010	 -0.090
          4.716	  0.050	 -0.090
          4.718	  0.150	 -0.090
          4.720	  0.145	 -0.085
          4.722	  0.115	 -0.075
          4.724	  0.065	 -0.065
          4.726	  0.055	 -0.060
          4.728	 -0.010	 -0.060
          4.730	  0.000	 -0.060
          4.732	 -0.040	 -0.070
          4.734	 -0.005	 -0.080
          4.736	  0.070	 -0.095
          4.738	  0.130	 -0.105
          4.740	  0.165	 -0.115
          4.742	  0.080	 -0.120
          4.744	  0.040	 -0.115
          4.746	 -0.015	 -0.105
          4.748	 -0.060	 -0.090
          4.750	 -0.045	 -0.075
          4.752	  0.015	 -0.065
          4.754	  0.045	 -0.060
          4.756	  0.095	 -0.065
          4.758	  0.185	 -0.075
          4.760	  0.175	 -0.090
          4.762	  0.085	 -0.110
          4.764	 -0.065	 -0.125
          4.766	 -0.075	 -0.135
          4.768	 -0.095	 -0.140
          4.770	 -0.060	 -0.135
          4.772	  0.005	 -0.115
          4.774	  0.000	 -0.095
          4.776	  0.025	 -0.065
          4.778	  0.175	 -0.030
          4.780	  0.300	  0.015
          4.782	  0.285	  0.065
          4.784	  0.280	  0.125
          4.786	  0.265	  0.205
          4.788	  0.340	  0.295
          4.790	  0.465	  0.400
          4.792	  0.575	  0.510
          4.794	  0.760	  0.615
          4.796	  0.955	  0.710
          4.798	  1.090	  0.775
          4.800	  1.060	  0.805
          4.802	  1.000	  0.800
          4.804	  0.865	  0.750
          4.806	  0.685	  0.665
          4.808	  0.540	  0.555
          4.810	  0.450	  0.435
          4.812	  0.415	  0.310
          4.814	  0.335	  0.195
          4.816	  0.250	  0.095
          4.818	  0.170	  0.015
          4.820	  0.140	 -0.040
          4.822	  0.060	 -0.075
          4.824	 -0.025	 -0.095
          4.826	 -0.070	 -0.100
          4.828	 -0.035	 -0.095
          4.830	 -0.095	 -0.085
          4.832	  0.065	 -0.070
          4.834	  0.110	 -0.055
          4.836	  0.200	 -0.045
          4.838	  0.180	 -0.040
          4.840	  0.180	 -0.035
          4.842	  0.080	 -0.040
          4.844	  0.100	 -0.045
          4.846	 -0.020	 -0.050
          4.848	 -0.010	 -0.060
          4.850	 -0.070	 -0.065
          4.852	  0.065	 -0.070
          4.854	  0.130	 -0.070
          4.856	  0.145	 -0.065
          4.858	  0.115	 -0.060
          4.860	  0.185	 -0.055
          4.862	  0.070	 -0.050
          4.864	  0.065	 -0.045
          4.866	 -0.015	 -0.045
          4.868	 -0.005	 -0.045
          4.870	  0.035	 -0.040
          4.872	  0.030	 -0.040
          4.874	  0.130	 -0.040
          4.876	  0.155	 -0.030
          4.878	  0.225	 -0.025
          4.880	  0.185	 -0.020
          4.882	  0.155	 -0.015
          4.884	  0.115	 -0.010
          4.886	  0.060	 -0.010
          4.888	 -0.005	 -0.015
          4.890	  0.015	 -0.020
          4.892	  0.030	 -0.025
          4.894	  0.110	 -0.030
          4.896	  0.270	 -0.030
          4.898	  0.255	 -0.025
          4.900	  0.165	 -0.020
          4.902	  0.090	 -0.015
          4.904	  0.055	 -0.005
          4.906	 -0.015	  0.000
          4.908	  0.050	  0.000
          4.910	  0.100	 -0.005
          4.912	  0.160	 -0.015
          4.914	  0.110	 -0.030
          4.916	  0.225	 -0.045
          4.918	  0.130	 -0.055
          4.920	  0.130	 -0.065
          4.922	  0.090	 -0.065
          4.924	 -0.010	 -0.060
          4.926	 -0.070	 -0.050
          4.928	  0.045	 -0.035
          4.930	  0.030	 -0.020
          4.932	  0.070	 -0.005
          4.934	  0.245	  0.010
          4.936	  0.280	  0.020
          4.938	  0.210	  0.030
          4.940	  0.200	  0.035
          4.942	  0.160	  0.040
          4.944	  0.195	  0.040
          4.946	  0.145	  0.045
          4.948	  0.075	  0.045
          4.950	  0.085	  0.050
          4.952	  0.175	  0.050
          4.954	  0.210	  0.050
          4.956	  0.320	  0.050
          4.958	  0.245	  0.050
          4.960	  0.235	  0.050
          4.962	  0.120	  0.055
          4.964	  0.240	  0.060
          4.966	  0.130	  0.075
          4.968	  0.140	  0.090
          4.970	  0.155	  0.110
          4.972	  0.255	  0.130
          4.974	  0.285	  0.150
          4.976	  0.400	  0.160
          4.978	  0.435	  0.170
          4.980	  0.380	  0.170
          4.982	  0.355	  0.165
          4.984	  0.235	  0.155
          4.986	  0.140	  0.150
          4.988	  0.170	  0.145
          4.990	  0.245	  0.150
          4.992	  0.310	  0.160
          4.994	  0.290	  0.175
          4.996	  0.435	  0.200
          4.998	  0.525	  0.220
          5.000	  0.455	  0.245
          5.002	  0.430	  0.265
          5.004	  0.355	  0.280
          5.006	  0.320	  0.285
          5.008	  0.305	  0.290
          5.010	  0.345	  0.285
          5.012	  0.395	  0.285
          5.014	  0.470	  0.280
          5.016	  0.545	  0.280
          5.018	  0.580	  0.285
          5.020	  0.550	  0.290
          5.022	  0.385	  0.295
          5.024	  0.315	  0.300
          5.026	  0.380	  0.305
          5.028	  0.375	  0.305
          5.030	  0.430	  0.305
          5.032	  0.405	  0.300
          5.034	  0.430	  0.295
          5.036	  0.535	  0.290
          5.038	  0.525	  0.290
          5.040	  0.520	  0.290
          5.042	  0.440	  0.290
          5.044	  0.375	  0.285
          5.046	  0.285	  0.285
          5.048	  0.305	  0.275
          5.050	  0.340	  0.265
          5.052	  0.410	  0.250
          5.054	  0.450	  0.230
          5.056	  0.430	  0.215
          5.058	  0.430	  0.195
          5.060	  0.355	  0.180
          5.062	  0.255	  0.170
          5.064	  0.240	  0.160
          5.066	  0.215	  0.155
          5.068	  0.205	  0.150
          5.070	  0.275	  0.145
          5.072	  0.265	  0.135
          5.074	  0.285	  0.125
          5.076	  0.345	  0.110
          5.078	  0.345	  0.095
          5.080	  0.275	  0.080
          5.082	  0.225	  0.070
          5.084	  0.125	  0.055
          5.086	  0.090	  0.045
          5.088	  0.060	  0.035
          5.090	  0.110	  0.025
          5.092	  0.160	  0.020
          5.094	  0.225	  0.010
          5.096	  0.215	  0.000
          5.098	  0.260	 -0.010
          5.100	  0.165	 -0.020
          5.102	  0.115	 -0.025
          5.104	  0.015	 -0.025
          5.106	  0.005	 -0.025
          5.108	  0.005	 -0.020
          5.110	  0.100	 -0.015
          5.112	  0.155	 -0.010
          5.114	  0.210	 -0.005
          5.116	  0.230	 -0.010
          5.118	  0.205	 -0.010
          5.120	  0.175	 -0.020
          5.122	  0.080	 -0.025
          5.124	  0.015	 -0.035
          5.126	 -0.050	 -0.040
          5.128	  0.005	 -0.040
          5.130	  0.090	 -0.035
          5.132	  0.155	 -0.030
          5.134	  0.220	 -0.030
          5.136	  0.220	 -0.025
          5.138	  0.185	 -0.025
          5.140	  0.130	 -0.030
          5.142	  0.115	 -0.040
          5.144	 -0.020	 -0.055
          5.146	 -0.020	 -0.065
          5.148	 -0.045	 -0.075
          5.150	  0.095	 -0.080
          5.152	  0.010	 -0.080
          5.154	  0.170	 -0.075
          5.156	  0.240	 -0.065
          5.158	  0.150	 -0.050
          5.160	  0.085	 -0.035
          5.162	  0.130	 -0.025
          5.164	  0.005	 -0.015
          5.166	  0.060	 -0.005
          5.168	  0.065	 -0.005
          5.170	  0.070	 -0.010
          5.172	  0.125	 -0.020
          5.174	  0.230	 -0.030
          5.176	  0.175	 -0.040
          5.178	  0.155	 -0.050
          5.180	  0.115	 -0.060
          5.182	  0.065	 -0.060
          5.184	  0.015	 -0.060
          5.186	  0.010	 -0.055
          5.188	  0.040	 -0.045
          5.190	  0.140	 -0.035
          5.192	  0.105	 -0.030
          5.194	  0.195	 -0.020
          5.196	  0.205	 -0.015
          5.198	  0.180	 -0.010
          5.200	  0.165	 -0.010
          5.202	  0.105	 -0.015
          5.204	  0.025	 -0.020
          5.206	  0.030	 -0.030
          5.208	  0.015	 -0.035
          5.210	  0.110	 -0.045
          5.212	  0.100	 -0.050
          5.214	  0.220	 -0.050
          5.216	  0.180	 -0.045
          5.218	  0.180	 -0.040
          5.220	  0.135	 -0.035
          5.222	  0.090	 -0.025
          5.224	  0.055	 -0.015
          5.226	  0.060	 -0.005
          5.228	  0.085	  0.000
          5.230	  0.185	  0.005
          5.232	  0.180	  0.005
          5.234	  0.195	  0.000
          5.236	  0.235	  0.000
          5.238	  0.215	 -0.005
          5.240	  0.130	 -0.005
          5.242	  0.150	 -0.005
          5.244	  0.045	  0.000
          5.246	  0.035	  0.005
          5.248	  0.035	  0.005
          5.250	  0.165	  0.005
          5.252	  0.195	  0.005
          5.254	  0.235	  0.000
          5.256	  0.235	 -0.010
          5.258	  0.175	 -0.020
          5.260	  0.135	 -0.025
          5.262	  0.045	 -0.035
          5.264	  0.010	 -0.035
          5.266	  0.075	 -0.030
          5.268	  0.115	 -0.025
          5.270	  0.120	 -0.015
          5.272	  0.160	 -0.010
          5.274	  0.270	 -0.005
          5.276	  0.200	 -0.010
          5.278	  0.195	 -0.015
          5.280	  0.105	 -0.030
          5.282	  0.080	 -0.040
